id	name	en	fr	de	es	ru	pt	zh	ja
1541	e_loc_input_invert,	Invert	Inverser	Umkehren	Invertir	инверсия	Invertido	倒置	反転
1542	e_loc_upp_vehicle_throttle_mode,	VEHICLE THROTTLE MODE	MODE D'ACCÉLÉRATEUR DU VÉHICULE	FAHRZEUGDROSSELMODUS	MODO ACELERADOR DEL VEHÍCULO	РЕЖИМ УПРАВЛЕНИЯ	MODO DE ACELERAÇÃO DO VEÍCULO	车辆油门模式	車両スロットルモード
1543	e_loc_vehicle_throttle_mode_relative,	relative	relatif	relativ	relativo	относительный	relativo	相对的	相対的
1544	e_loc_vehicle_throttle_mode_absolute,	absolute	absolu	absolut	absoluto	абсолютный	absoluto	绝对	絶対
1545	e_loc_vehicle_throttle_mode_air,	Flight	Vol	Flug	Vuelo	воздушная	Voo	航班	フライト
1546	e_loc_vehicle_throttle_mode_ground,	Ground	Sol	Boden	Suelo	наземная	Chão	地面	地面
1547	e_loc_upp_flight_invert,	FLIGHT INVERT	INVERSATION DU VOL	FLUGUMKEHRUNG	VUELO INVERTIDO	ИНВЕРТИРОВАНИЕ ПОЛЕТА	INVERTER VÔO	飞行反转	フライトインバート
1548	e_loc_hold_fire,	HOLD FIRE	RETENIR LE FEU	FEUER HALTEN	MANTENER EL FUEGO	ДЕРЖАТЬ ОГОНЬ	SEGURAR FOGO	停火	火を止める
1548	e_loc_hold_fire,	HOLD FIRE	RETENIR LE FEU	FEUER HALTEN	MANTENER EL FUEGO	ДЕРЖАТЬ ОГОНЬ	SEGURAR FOGO	停火	火を止める
1549	e_loc_upp_refuel,	REFUEL	FAIRE LE PLEIN	AUFTANKEN	REPOSTAR	ДОЗАПРАВКА	REABASTECER	补充燃料	燃料補給
1550	e_loc_interaction_toggle_refuel,	toggle refuel	basculer le ravitaillement	tanken umschalten	alternar repostaje	переключить дозаправку	alternar reabastecimento	切换加油	給油を切り替える
1551	e_loc_upp_access_denied	ACCESS DENIED	ACCÈS REFUSÉ	ZUGRIFF VERWEIGERT	ACCESO DENEGADO	ДОСТУП ЗАПРЕЩЁН	ACESSO NEGADO	访问被拒	アクセスが拒否
1552	e_loc_upp_30mm_rifle	30MM RIFLE	FUSIL 30 MM	30-MM-GEWEHR	FUSIL DE 30 MM	ВИНТОВКА 30мм	FUZIL 30 MM	30毫米轻型炮	30MMライフル銃
1553	e_loc_upp_electronic_countermeasure	ELECTRONIC COUNTERMEASURE	CONTRE-MESURE ÉLECTRONIQUE	ELEKTRONISCHE GEGENMASSNAHME	CONTRAMEDIDA ELECTRÓNICA	ЭЛЕКТРОННОЕ ПРОТИВОДЕЙСТВИЕ	CONTRAMEDIDA ELETRÔNICA	电子反制武器	電子防衛
1554	e_loc_upp_30mm_rifle_short	RFL 30MM	FSL 30MM	GEW 30MM	FSL 30MM	ВИН 30мм	FZL 30MM	30MM轻炮	30MMライフル
1555	e_loc_upp_30mm_cannon_short	GUN 30MM	CANON 30MM	KAN 30MM	CAÑ 30MM	ПУШ 30MM	ARMA 30MM	30MM炮	30MM砲
1556	e_loc_upp_40mm_cannon_short	GUN 40MM	CANON 40MM	KAN 40MM	CAÑ 40MM	ПУШ 40MM	ARMA 40MM	40MM炮	40MM砲
1557	e_loc_upp_heavy_cannon_short	HVY 100MM	LRD 100MM	SWR 100MM	PSS 100MM	ТЯЖ 100MM	PSD 100MM	100MM重炮	100MM重砲
1558	e_loc_upp_100mm_cannon_short	BTL 100MM	BTL 100MM	KMP 100MM	BTL 100MM	БТЛ 100MM	BTL 100MM	100MM战斗炮	100MM戦闘砲
1559	e_loc_upp_120mm_cannon_short	GUN 120MM	CANON 120MM	KAN 120MM	CAÑ 120MM	ПУШ 120MM	ARMA 120MM	120MM炮	120MM砲
1560	e_loc_upp_160mm_cannon_short	GUN 160MM	CANON 160MM	KAN 160MM	CAÑ 160MM	ПУШ 160MM	ARMA 160MM	160MM炮	160MM砲
1561	e_loc_upp_20mm_auto_cannon_short	CHAINGUN	CHAINGUN	CHAINGUN	CAÑ CADENA	ЦЕПНАЯ ПУШКА	ARMA CORRENTE	链炮	チェーンガン
1562	e_loc_upp_rocket_pod_short	RKT POD	NACELLE ROQ	RAKETEN-POD	CONTENEDOR COH	РАК БЛОК	CÁPS FOG	火箭巢	ロケット弾ポ
1563	e_loc_upp_missile_1_short	MSL IR	MSL IR	RAK IR	MSL IR	РКТ IR	MSL IR	红外导弹	ミサイル IR
1564	e_loc_upp_missile_2_short	MSL LSR	MSL LSR	RAK LSR	MSL LSR	РКТ LSR	MSL LSR	激光导弹	ミサイル LSR
1565	e_loc_upp_missile_4_short	MSL AA	MSL AA	RAK AA	MSL AA	РКТ AA	MSL AA	防空导弹	ミサイル AA
1566	e_loc_upp_missile_tv_short	MSL TV	MSL TV	RAK TV	MSL TV	РКТ TV	MSL TV	电视导弹	ミサイル TV
1567	e_loc_upp_actuated_camera_short	VIEW CAM	VUE CAM	KAM-ANSICHT	VISTA CÁM	ВИД КАМ	VISUAL CÂM	可动摄像头	作動カメラ
1568	e_loc_upp_fixed_camera_short	CONTROL	CONTRÔLE	STEUERUNG	CONTROL	УПРАВЛЕНИЕ	CONTROLE	主控	制御
1569	e_loc_upp_observation_camera_short	OBS CAM	CAM SURV	BEOB KAM	CÁM OBS	КАМ НАБЛ	CÂM OBS	观测摄像头	観測カメラ
1570	e_loc_upp_awacs_short	AWACS	AWACS	AWACS	AWACS	АВАКС	AWACS	预警雷达	AWACS
1571	e_loc_upp_external_fuel_tank_short	FUEL TANK	RÉSERVOIR CARBURANT	AUSSENTANK	DEPÓSITO COMBUSTIBLE	ТОПЛИВНЫЙ БАК	TANQUE COMBUSTÍVEL	燃料箱	燃料タンク
1572	e_loc_upp_ir_countermeasures_short	FLARE	LEURRES	FLARES	BENGALAS	ТЕПЛОВЫЕ ЛОВУШКИ	FLARES	热焰弹	フレア
1573	e_loc_upp_radar_golfball_short	RADAR	RADAR	RADAR	RADAR	РАДАР	RADAR	雷达	レーダー
1574	upp_naval_cruise_missile_short	CRUISE MSL	MSL CROISIÈRE	MARSCHFLUGKÖRPER	MSL CRUCERO	КРЫЛАТАЯ РКТ	MSL CRUZEIRO	巡航导弹	巡航ミサイル
1575	e_loc_upp_electronic_countermeasure_short	EW	GUE	ELE	GUE	РЭБ	GUE	电战	EW
1576	e_loc_upp_torpedo_short	TORP EXPL	TORP EXPl	TORP EXP	TORP EXP	ТОРП ВЗР	TORP EXP	高爆鱼雷	爆発魚雷
1577	e_loc_upp_torpedo_decoy_short	TORP DECOY	TORP LEURRE	TORP KÖDER	TORP SEÑUELO	ТОРП ЛОЖНАЯ	TORP ISCA	诱饵鱼雷	デコイ魚雷
1578	e_loc_upp_torpedo_noise_short	TORP NOISE	TORP BRUIT	TORP GERÄUSCH	TORP RUIDO	ТОРП ИМИТАТОР	TORP BARULHO	噪声鱼雷	騒音魚雷
1579	e_loc_upp_bomb_1_short	BOMB LIGHT	BOMBE LÉGÈRE	BOMBE LEICHTE	BOMBA LIGERA	БОМБА ЛЕГКАЯ	BOMBA LEVE	轻炸弹	軽爆弾
1580	e_loc_upp_bomb_2_short	BOMB MEDIUM	BOMBE MOYENNE	BOMBE MITTLERE	BOMBA MEDIA	БОМБА СРЕДНЯЯ	BOMBA MÉDIA	中炸弹	中爆弾
1581	e_loc_upp_bomb_3_short	BOMB HEAVY	BOMBE LOURDE	BOMBE SCHWERE	BOMBA PESADA	БОМБА ТЯЖЕЛАЯ	BOMBA PESADA	重炸弹	重爆弾
1582	e_loc_upp_sonic_pulse_generator_short	PULSE GEN	IMPUL GÉN	PULSGEBER	PULSOS GEN	ИМПУЛЬСОВ ГЕН	PULSO GERA	脉冲发生器	パルス発生器
1583	e_loc_upp_smoke_launcher_explosive_short	SMK EXPL	FUMÉE EXPL	NEBEL EXPL	HUMO EXPL	ДЫМОВОЙ ВЗР	FUMAÇA EXPL	爆发烟雾	爆発発煙筒
1584	e_loc_upp_smoke_launcher_stream_short	SMK STRM	FUMÉE STRM	NEBEL STROM	HUMO CHOR	ДЫМОВОЙ ПОТОК	FUMAÇA RAJADA	持续烟雾	持続発煙筒
1585	e_loc_upp_logistics_container_20mm_short	BOX 20MM	CAISSE 20MM	KISTE 20MM	CAJA 20MM	ЯЩИК 20MM	CAIXA 20MM	20MM补给箱	20MM補給箱
1586	e_loc_upp_logistics_container_30mm_short	BOX 30MM	CAISSE 30MM	KISTE 30MM	CAJA 30MM	ЯЩИК 30MM	CAIXA 30MM	30MM补给箱	30MM補給箱
1587	e_loc_upp_logistics_container_40mm_short	BOX 40MM	CAISSE 40MM	KISTE 40MM	CAJA 40MM	ЯЩИК 40MM	CAIXA 40MM	40MM补给箱	40MM補給箱
1588	e_loc_upp_logistics_container_100mm_short	BOX 100MM	CAISSE 100MM	KISTE 100MM	CAJA 100MM	ЯЩИК 100MM	CAIXA 100MM	100MM补给箱	100MM補給箱
1589	e_loc_upp_logistics_container_120mm_short	BOX 120MM	CAISSE 120MM	KISTE 120MM	CAJA 120MM	ЯЩИК 120MM	CAIXA 120MM	120MM补给箱	120MM補給箱
1590	e_loc_upp_logistics_container_160mm_short	BOX 160MM	CAISSE 160MM	KISTE 160MM	CAJA 160MM	ЯЩИК 160MM	CAIXA 160MM	160MM补给箱	160MM補給箱
1591	e_loc_upp_logistics_container_ir_missile_short	BOX MSL IR	CAISSE MSL IR	KISTE RAK IR	CAJA MSL IR	ЯЩИК РКТ IR	CAIXA MSL IR	红外导弹补给箱	ミサイル IR  補給箱
1592	e_loc_upp_turret_droid_short	DUAL 30MM	DOUBLE 30MM	DUAL 30MM	DUAL 30MM	ДВОЙНАЯ 30MM	DUPLO 30MM	30MM双联炮	30MM双銃
1593	e_loc_upp_deployable_droid_short	DROID	DROÏDE	DROIDE	DROIDE	ДРОИД	DROIDE	机甲	ドロイド
1594	e_loc_rwr_button_on	RWR ON	RWR AN	RWR ON	RWR ON	САР ВКЛ	RWR ON	开启雷达信号侦测器	RWR 入
1595	e_loc_rwr_button_off	RWR OFF	RWR AUS	RWR OFF	RWR OFF	САР ВКЛ	RWR OFF	关闭雷达信号侦测器	RWR 切
1596	e_loc_holomap_ui_bearing	Bearing	Azimut	Peilung	Rumbo	Азимут	Azimute	方位	ベアリング
1597	e_loc_holomap_ui_torpedo_delay	Torpedo Delay	Délai de torpille	Torpedo-Verzögerung	Retardo del torpedo	Задержка торпеды	Atraso de torpedeiro	鱼雷延迟	魚雷遅延
1598	e_loc_holomap_ui_button_del	Del	Suppr	Lösch	Elim	Удал	Excluir	删除	削除
1599	e_loc_holomap_ui_button_set	Set	Poser	Setzen	Poner	Установить	Definir	放置	置く
1600	e_loc_holomap_tools_title	Tools	Outils	Werkzeuge	Herramientas	Инструменты	Ferramentas	工具	ツール
1601	e_loc_holomap_ui_set_marker_tooltip	Set Marker	Poser Marqueur	Markierung Setzen	Poner Marcador	Установить Маркер	Definir Marcador	放置标记	置くマーカ
1602	e_loc_upp_button_hold_on_deck	HOLD ON DECK	ATTENDEZ SUR LE PONT	BLEIBEN SIE AN DECK	ESPERA EN CUBIERTA	ОЖИДАЕТ НА ПАЛУБЕ	ESPERE NO CONVÉS	留在甲板上	ホールド・オン・デッキ
1603	e_loc_inventory_ui_insufficient_date	insufficiant data	données insuffisantes	unzureichende daten	datos insuficientes	недостаточно данных	dados insuficientes	数据不足	データ不足
1604	e_loc_vehicle_list_state_unkown_desc	Unkown	Inconnu	Unbekannt	Desconocido	Неизвестно	Desconhecido	未知	不明
1605	e_loc_vehicle_list_state_damg_string	DAMG	ENDM	BESC	DAÑAD	ПОВР	DANI	受损	損傷
1606	e_loc_vehicle_list_state_damg_desc	Vehicle under attack	Véhicule attaqué	Fahrzeug unter Beschuss	Vehículo atacado	Транспорт под атакой	Veículo sob ataque	载具受到攻击	車両が攻撃を受けている
1607	e_loc_vehicle_list_state_land_string	LAND	ATER	LAND	ATER	ПРИЗ	ATER	降落	着陸
1608	e_loc_vehicle_list_state_land_desc	Landing	En train d'atterrir	Landet gerade	Aterrizando	Идёт посадка	Aterrando	正在降落	着陸中
1609	e_loc_vehicle_list_state_dock_string	DOCK	AMAR	DOCK	ACOP	СТЫК	ATRA	停泊	接舷
1610	e_loc_vehicle_list_state_dock_desc	Docking	Amarrage en cours	Dockt an	Acoplando	Идёт стыковка	Atracando	正在停泊	ドッキング中
1611	e_loc_vehicle_list_state_ptrn_string	PTRN	MODÈ	MSTR	PATR	ШАБЛ	PADR	流程	手順
1612	e_loc_vehicle_list_state_land_ptrn_desc	In Landing Pattern	Dans le circuit d'atterrissage	Im Landeanflugmuster	En el patrón de aterrizaje	В посадочной схеме	No padrão de aterragem	在降落流程中	着陸パターンで
1613	e_loc_vehicle_list_state_dock_ptrn_desc	In Docking Pattern	Dans le circuit d'amarrage	Im Andockmuster	En el patrón de acoplamiento	В схеме стыковки	No padrão de atracagem	在停泊流程中	ドッキングパターンで
1614	e_loc_vehicle_list_state_lnch_string	LNCH	LNCR	STRT	LNZR	ЗПУК	LNÇR	出动	発射
1615	e_loc_vehicle_list_state_lnch_desc	Launching	Lancement	Startet	Lanzando	Идёт запуск	Lançando	正在起飞	発射中
1616	e_loc_vehicle_list_state_stby_string	STBY	ATNT	BER	ESP	ГОТ	ESPR	就绪	待機
1617	e_loc_vehicle_list_state_stby_desc	Waiting to Launch	En attente de lancement	Warte auf Start	Esperando para lanzar	Ожидание запуска	Aguardando lançamento	等待出动	発射待機中
1618	e_loc_vehicle_list_state_taxi_string	TAXI	ROLG	RLLN	RODJ	РУЛН	TANE	滑行	滑行
1619	e_loc_vehicle_list_state_taxi_desc	Taxiing to Launch	Roulage au lancement	Rollende zum Start	Rodando para el despegue	Руление на взлёт	Taxiar para lançamento	滑行至起飞地点	発射地点へタキシング
1620	e_loc_vehicle_list_state_hold_string	HOLD	MAIN	HALT	MANT	ДЕРЖ	MANT	待命	保留
1621	e_loc_vehicle_list_state_hold_desc	Holding for Launch	En attente de lancement	Halten für Start	Mantener para el lanzamiento	Ожидание запуска	Aguardando para lançamento	起飞待命	発射保留中
1622	e_loc_vehicle_list_state_hplt_string	HPLT	HUPI	MPIL	HUPI	ЧПЛТ	HUPI	遥控	操縦
1623	e_loc_vehicle_list_state_hplt_desc	Human Piloted	Piloté par un humain	Von einem Menschen gesteuert	Pilotado por un humano	Управляется человеком	Pilotado por um humano	正在由人类驾驶	有人操縦中
1624	e_loc_vehicle_list_state_piloted_by_desc	Piloted by	Piloté par	Gesteuert von	Pilotado por	Пилотируемый	Pilotado por	驾驶员:	操縦者:
1625	e_loc_vehicle_list_state_attk_string	ATTK	ATTQ	AGRF	ATAQ	АТАК	ATAQ	攻击	攻撃
1626	e_loc_vehicle_list_state_attk_desc	Attacking Target	Attaque de la cible	Zielangriff	Atacando objetivo	Атака цели	Atacando o alvo	正在攻击目标	目標を攻撃中
1627	e_loc_vehicle_list_state_lift_string	LIFT	TPAR	LUFT	TPAR	АВИА	TPAR	空运	空輸
1628	e_loc_vehicle_list_state_lift_desc	Airlifting Target	Transport aérien de la cible	Ziel per Luft transportieren	Transporte aéreo del objetivo	Авиапереброска цели	Transporte aéreo do alvo	正在空运目标	目標を空輸中
1629	e_loc_vehicle_list_state_wypt_string	WYPT	PTPA	WGPT	PTRT	ПТТК	PTRT	航点	経路
1630	e_loc_vehicle_list_state_wypt_desc	Heading to Waypoint	En route vers le point de passage	Auf dem Weg zum Wegpunkt	Dirigiéndose al punto de ruta	Следую к путевой точке	A caminho do ponto de rota	正在前往路径点	通過点へ前進
1631	e_loc_vehicle_list_state_dply_string	DPLY	DPLY	ENST	DPLG	РВТН	DDBR	部署	展開
1632	e_loc_vehicle_list_state_dply_desc	Deploying Payload	Déploiement de la charge utile	Lädt Nutzlast ab	Despliegue de carga útil	Развёртывание полезной нагрузки	Desdobrando a carga útil	正在部署载荷	ペイロード展開中
1633	e_loc_vehicle_list_state_rtrn_string	RTRN	RTUR	RKHR	RGRS	ВЗВР	RTRN	返回	帰還
1634	e_loc_vehicle_list_state_rtrn_desc	Returning to Carrier	Retour au porte-avions	Rückkehr zum Träger	Regresando al portaviones	Возвращение на авианосец	Retornando ao porta-aviões	正在返回航母	空母へ帰還
1635	e_loc_vehicle_list_state_supp_string	SUPP	SUPP	UTRZ	APOY	ПОДД	APOI	支援	支援
1636	e_loc_vehicle_list_state_supp_desc	Supporting Target	Soutien de la cible	Zielunterstützung	Apoyando objetivo	Поддержка цели	Apoio ao alvo	正在支援目标	目標を支援中
